algorithm,getdata,sql,prep,splitsort1,algo1,combine,amm,qsl,splitsort2,algo2,json,total
naive,0.00027179718017578125,43.911967039108276,7.780592203140259,0.0928337574005127,4.401321172714233,1.1920928955078125e-05,0.00017714500427246094,1.811981201171875e-05,0.001049041748046875,0.0007250308990478516,0.000186920166015625,56.18915414810181
naive,0.0003178119659423828,42.36202812194824,7.795451879501343,0.08588814735412598,4.409764051437378,1.3828277587890625e-05,0.00017714500427246094,1.6927719116210938e-05,0.0010981559753417969,0.0007498264312744141,0.00018095970153808594,54.65568685531616
naive,0.0008251667022705078,63.23667883872986,7.956215143203735,0.09949183464050293,4.378265857696533,1.4066696166992188e-05,0.00018310546875,0.0008969306945800781,0.0016698837280273438,0.0007181167602539062,0.00018787384033203125,75.67514681816101
threshold,8.392333984375e-05,27.046494960784912,9.289086103439331,0.09694886207580566,0.026118993759155273,7.867813110351562e-06,0.00019407272338867188,1.7881393432617188e-05,0.001734018325805664,0.004247903823852539,0.0002219676971435547,36.46515655517578
threshold,0.0006718635559082031,44.6800103187561,7.94718599319458,0.09695577621459961,0.02616405487060547,1.1920928955078125e-05,0.00015115737915039062,1.71661376953125e-05,0.0018649101257324219,0.0032587051391601562,0.00029206275939941406,52.75658392906189
threshold,0.0002980232238769531,31.535578966140747,8.073970794677734,0.11235499382019043,0.026077985763549805,1.1205673217773438e-05,0.00017499923706054688,1.6927719116210938e-05,0.0010600090026855469,0.003242015838623047,0.0002129077911376953,39.75299882888794
threshold,0.0003571510314941406,30.481958866119385,8.299561023712158,0.11497330665588379,0.0267488956451416,1.6927719116210938e-05,0.00017404556274414062,0.00017309188842773438,0.0010030269622802734,0.00567317008972168,0.002232074737548828,38.9328715801239
threshold,0.0008289813995361328,31.275269031524658,7.9406609535217285,0.09326481819152832,0.02662825584411621,1.4066696166992188e-05,0.00013899803161621094,1.4781951904296875e-05,0.0008890628814697266,0.0031321048736572266,0.00018477439880371094,39.341025829315186
threshold,0.0004189014434814453,29.21324586868286,7.991519927978516,0.10140585899353027,0.02576589584350586,1.3113021850585938e-05,0.00013899803161621094,1.52587890625e-05,0.000888824462890625,0.0031380653381347656,0.00019097328186035156,37.33674168586731
threshold,0.0004489421844482422,33.724915981292725,7.954619884490967,0.09264516830444336,0.024708032608032227,7.867813110351562e-06,0.00014901161193847656,1.5020370483398438e-05,0.0008668899536132812,0.003094196319580078,0.0001919269561767578,41.80166292190552
threshold,0.0005080699920654297,32.25830602645874,9.601599931716919,0.12113118171691895,0.038365840911865234,1.811981201171875e-05,0.00016117095947265625,0.0002770423889160156,0.0018668174743652344,0.0034029483795166016,0.0004792213439941406,42.026116371154785
threshold,0.0003960132598876953,32.575079917907715,7.941454887390137,0.09500813484191895,0.02521204948425293,8.821487426757812e-06,0.00013518333435058594,1.5974044799804688e-05,0.0008711814880371094,0.003145933151245117,0.00018906593322753906,40.641517162323
threshold,0.00043201446533203125,44.08867406845093,7.929089069366455,0.22682690620422363,0.03549385070800781,2.3126602172851562e-05,0.00018095970153808594,1.9073486328125e-05,0.0011169910430908203,0.003300189971923828,0.0005369186401367188,52.28569316864014
threshold,0.00043582916259765625,29.79022216796875,9.420416116714478,0.12101507186889648,0.027769088745117188,2.6702880859375e-05,0.0001652240753173828,1.6927719116210938e-05,0.001132965087890625,0.003465890884399414,0.0003368854522705078,39.36500287055969
threshold,0.002006053924560547,28.564162015914917,7.876061916351318,0.09579801559448242,0.035344839096069336,2.193450927734375e-05,0.00014710426330566406,1.6927719116210938e-05,0.0008852481842041016,0.003117084503173828,0.00017786026000976562,36.577739000320435
threshold,0.0015878677368164062,25.581388235092163,8.188066959381104,0.1021888256072998,0.025783061981201172,1.0013580322265625e-05,0.0001342296600341797,1.4781951904296875e-05,0.0008749961853027344,0.003139972686767578,0.0001819133758544922,33.90337085723877
threshold,0.0006437301635742188,29.66962718963623,7.829808950424194,0.09367704391479492,0.02550029754638672,8.821487426757812e-06,0.00013303756713867188,1.71661376953125e-05,0.0008697509765625,0.003120899200439453,0.00018715858459472656,37.62359404563904
threshold,0.00072479248046875,25.113533973693848,8.040617942810059,0.10836100578308105,0.029552936553955078,1.1920928955078125e-05,0.0001380443572998047,1.6927719116210938e-05,0.0008668899536132812,0.003117084503173828,0.0002949237823486328,33.29723644256592
threshold,0.0016078948974609375,30.366502285003662,7.8226470947265625,0.09645199775695801,0.025426864624023438,9.059906005859375e-06,0.00013303756713867188,1.4781951904296875e-05,0.0008561611175537109,0.003247976303100586,0.0001850128173828125,38.31708216667175
threshold,0.00018310546875,28.5851309299469,8.121126890182495,0.11013913154602051,0.02526998519897461,8.106231689453125e-06,0.0001308917999267578,1.52587890625e-05,0.0008876323699951172,0.0031359195709228516,0.0001800060272216797,36.84620785713196
threshold,0.0002818107604980469,45.32694411277771,8.395668983459473,0.09947919845581055,0.027046918869018555,1.4781951904296875e-05,0.0001361370086669922,0.00022602081298828125,0.0013599395751953125,0.003204822540283203,0.00027489662170410156,53.85463762283325
fagins,0.0003368854522705078,26.55308699607849,7.746291160583496,0.09820985794067383,0.025503158569335938,4.0531158447265625e-06,0.000171661376953125,1.5020370483398438e-05,0.001711130142211914,0.0017058849334716797,0.00022602081298828125,34.42726182937622
fagins,0.0004279613494873047,24.30207896232605,7.703555107116699,0.09701895713806152,0.02450704574584961,3.0994415283203125e-06,0.00013494491577148438,1.5735626220703125e-05,0.0008749961853027344,0.001641988754272461,0.000186920166015625,32.13044571876526
fagins,0.013343095779418945,31.21289587020874,7.73823094367981,0.09193181991577148,0.07932114601135254,2.86102294921875e-06,0.00013899803161621094,1.71661376953125e-05,0.0009570121765136719,0.002312183380126953,0.00021004676818847656,39.13936114311218
fagins,0.0002269744873046875,83.43279695510864,7.704405069351196,0.08923697471618652,0.023849964141845703,3.0994415283203125e-06,0.00013899803161621094,1.7881393432617188e-05,0.0008680820465087891,0.0016341209411621094,0.0001919269561767578,91.2533700466156
fagins,0.00019478797912597656,50.382546186447144,7.862296104431152,0.09972977638244629,0.025516986846923828,3.0994415283203125e-06,0.00013971328735351562,1.52587890625e-05,0.0009047985076904297,0.0016248226165771484,0.00019288063049316406,58.3731644153595
fagins,0.00031685829162597656,40.361948013305664,7.662621021270752,0.09152889251708984,0.024024009704589844,3.0994415283203125e-06,0.0001327991485595703,1.52587890625e-05,0.0008649826049804688,0.0016171932220458984,0.00019288063049316406,48.14326500892639
fagins,0.0004220008850097656,27.437050104141235,7.666738986968994,0.10483503341674805,0.025610923767089844,3.0994415283203125e-06,0.00013184547424316406,1.621246337890625e-05,0.0008459091186523438,0.001664876937866211,0.0001881122589111328,35.23750710487366
fagins,0.0011091232299804688,32.603034019470215,8.070868968963623,0.10454988479614258,0.024704694747924805,3.0994415283203125e-06,0.00013303756713867188,1.5974044799804688e-05,0.0008928775787353516,0.0016362667083740234,0.0001957416534423828,40.807143688201904
fagins,0.0007557868957519531,37.60755681991577,7.75714111328125,0.0970449447631836,0.026293039321899414,2.86102294921875e-06,0.0001461505889892578,1.4781951904296875e-05,0.0008761882781982422,0.0016489028930664062,0.00020003318786621094,45.49168062210083
fagins,0.0002288818359375,27.191606044769287,8.05063009262085,0.09660601615905762,0.024968862533569336,3.0994415283203125e-06,0.0001399517059326172,1.5974044799804688e-05,0.0008819103240966797,0.0017261505126953125,0.00019097328186035156,35.366997957229614
fagins,0.0006310939788818359,33.133678674697876,8.130460262298584,0.09199380874633789,0.02410292625427246,3.0994415283203125e-06,0.0001327991485595703,1.621246337890625e-05,0.0008671283721923828,0.0016219615936279297,0.0002009868621826172,41.38370895385742
fagins,0.0005040168762207031,26.95070171356201,7.782173156738281,0.09800195693969727,0.024701833724975586,4.291534423828125e-06,0.00014090538024902344,1.3828277587890625e-05,0.0008411407470703125,0.0016260147094726562,0.00022125244140625,34.8589301109314
fagins,0.000492095947265625,25.348480939865112,8.823276042938232,0.13081073760986328,0.026791810989379883,3.0994415283203125e-06,0.00014472007751464844,1.52587890625e-05,0.0009799003601074219,0.0017008781433105469,0.00025582313537597656,34.33295130729675
fagins,0.0004839897155761719,29.763895988464355,7.9980010986328125,0.137739896774292,0.02572798728942871,2.86102294921875e-06,0.0001690387725830078,1.5974044799804688e-05,0.0009930133819580078,0.0017299652099609375,0.00026488304138183594,37.9290246963501
fagins,0.0002639293670654297,27.695183992385864,7.749770879745483,0.0901341438293457,0.02580404281616211,3.0994415283203125e-06,0.00013589859008789062,1.5974044799804688e-05,0.0008511543273925781,0.0016350746154785156,0.00019598007202148438,35.56399416923523
fagins,0.0007882118225097656,26.38413977622986,8.79448914527893,0.1696178913116455,0.02881479263305664,3.0994415283203125e-06,0.00016808509826660156,1.5974044799804688e-05,0.000985860824584961,0.0018360614776611328,0.000354766845703125,35.381213665008545
fagins,0.0006320476531982422,22.78615093231201,7.775235176086426,0.11502289772033691,0.023957014083862305,2.86102294921875e-06,0.0001270771026611328,1.5020370483398438e-05,0.0008499622344970703,0.0016198158264160156,0.00018906593322753906,30.70380187034607
fagins,0.0005528926849365234,31.10535216331482,7.76498818397522,0.10921406745910645,0.024551868438720703,3.0994415283203125e-06,0.0001327991485595703,1.4066696166992188e-05,0.0008580684661865234,0.0016489028930664062,0.00019097328186035156,39.00750708580017
fagins,0.0003609657287597656,27.82142186164856,7.769453048706055,0.09600210189819336,0.024871826171875,1.9073486328125e-06,0.0001327991485595703,1.4066696166992188e-05,0.0008788108825683594,0.0017070770263671875,0.00021409988403320312,35.71505856513977
fagins,0.0003311634063720703,22.23251986503601,7.683014154434204,0.10357785224914551,0.025127887725830078,3.0994415283203125e-06,0.00013494491577148438,1.5020370483398438e-05,0.0008420944213867188,0.0016579627990722656,0.00018286705017089844,30.047406911849976
fagins,0.0008242130279541016,21.980350971221924,7.780778169631958,0.09171295166015625,0.025477170944213867,2.86102294921875e-06,0.00013208389282226562,1.5020370483398438e-05,0.00084686279296875,0.0016160011291503906,0.00018405914306640625,29.881940364837646
fagins,0.0022401809692382812,32.017372846603394,8.16459584236145,0.1013040542602539,0.025463104248046875,2.86102294921875e-06,0.00013208389282226562,1.4781951904296875e-05,0.0008592605590820312,0.0017008781433105469,0.00020813941955566406,40.31389403343201
fagins,0.00012874603271484375,0.5342283248901367,0.22690200805664062,0.004925251007080078,0.1299290657043457,3.790855407714844e-05,0.004683971405029297,0.0004978179931640625,0.0020630359649658203,0.011608123779296875,0.0006210803985595703,0.9156253337860107
fagins,0.00023818016052246094,0.5304598808288574,0.22321629524230957,0.0035598278045654297,0.11969995498657227,3.62396240234375e-05,0.004853963851928711,0.0004901885986328125,0.0017480850219726562,0.03271317481994629,0.00033164024353027344,0.9173474311828613
fagins,0.00022792816162109375,0.8636147975921631,0.21968936920166016,0.0032858848571777344,0.12382388114929199,3.409385681152344e-05,0.004531145095825195,0.0004849433898925781,0.0015239715576171875,0.011095046997070312,0.0003180503845214844,1.2286291122436523
fagins,0.0002808570861816406,1.0049588680267334,0.23986387252807617,0.0036020278930664062,0.1176919937133789,3.409385681152344e-05,0.004518985748291016,0.00047206878662109375,0.001374959945678711,0.012573957443237305,0.0003330707550048828,1.385704755783081
fagins,0.00028514862060546875,1.2396128177642822,0.21939682960510254,0.0036041736602783203,0.12417387962341309,3.409385681152344e-05,0.00451207160949707,0.00047588348388671875,0.0013790130615234375,0.021178245544433594,0.0003330707550048828,1.6149852275848389
fagins,0.0003619194030761719,1.318410873413086,0.3587009906768799,0.009386539459228516,0.12043023109436035,3.2901763916015625e-05,0.0044748783111572266,0.0004742145538330078,0.0015218257904052734,0.020997285842895508,0.0003337860107421875,1.83512544631958
fagins,0.0002830028533935547,1.6309049129486084,0.2500269412994385,0.0032949447631835938,0.1233987808227539,3.62396240234375e-05,0.0044286251068115234,0.0004677772521972656,0.0013892650604248047,0.022001981735229492,0.0003159046173095703,2.036548376083374
fagins,0.0004360675811767578,1.1112470626831055,0.21947717666625977,0.0034728050231933594,0.12332487106323242,0.000141143798828125,0.0062329769134521484,0.0007266998291015625,0.005004167556762695,0.013293027877807617,0.001283884048461914,1.4846398830413818
fagins,0.0007309913635253906,0.9591479301452637,0.21986985206604004,0.0035750865936279297,0.1183009147644043,3.409385681152344e-05,0.004450082778930664,0.000476837158203125,0.0012898445129394531,0.01341390609741211,0.000324249267578125,1.3216137886047363
fagins,0.0002219676971435547,2.313725233078003,0.22599220275878906,0.004127025604248047,0.1306140422821045,3.5762786865234375e-05,0.004487276077270508,0.0004868507385253906,0.0014619827270507812,0.009006023406982422,0.00032520294189453125,2.690483570098877
fagins,0.0009958744049072266,2.0907399654388428,0.2275981903076172,0.004267692565917969,0.1265721321105957,3.600120544433594e-05,0.030744075775146484,0.0005130767822265625,0.0016319751739501953,0.009483098983764648,0.0003139972686767578,2.49289608001709
fagins,0.0005929470062255859,1.1083760261535645,0.2234807014465332,0.004422187805175781,0.11741495132446289,3.504753112792969e-05,0.004644870758056641,0.0004901885986328125,0.0013699531555175781,0.008748054504394531,0.00032019615173339844,1.4698951244354248
fagins,0.0001361370086669922,0.8210229873657227,0.22591900825500488,0.0032541751861572266,0.11728596687316895,3.409385681152344e-05,0.004433870315551758,0.00047707557678222656,0.001260995864868164,0.013236761093139648,0.0003108978271484375,1.1873719692230225
fagins,0.00018906593322753906,1.1399030685424805,0.21099400520324707,0.003747701644897461,0.11652398109436035,3.600120544433594e-05,0.004460811614990234,0.00047516822814941406,0.0012600421905517578,0.010804176330566406,0.00030803680419921875,1.4887020587921143
fagins,0.00015020370483398438,1.1097767353057861,0.21406269073486328,0.0034112930297851562,0.11787605285644531,3.504753112792969e-05,0.004613161087036133,0.000476837158203125,0.0013339519500732422,0.012504816055297852,0.0003151893615722656,1.4645559787750244
fagins,0.0001437664031982422,4.862704277038574,0.23821806907653809,0.00438690185546875,0.12621283531188965,3.600120544433594e-05,0.0053577423095703125,0.0010213851928710938,0.0015807151794433594,0.013544082641601562,0.0003299713134765625,5.253535747528076
fagins,0.00021791458129882812,1.8712739944458008,0.20917201042175293,0.0034160614013671875,0.11722493171691895,3.409385681152344e-05,0.004477977752685547,0.00048828125,0.001300811767578125,0.01299905776977539,0.0003337860107421875,2.2209389209747314
fagins,0.0003032684326171875,0.8841040134429932,0.21358585357666016,0.004470109939575195,0.11775803565979004,3.504753112792969e-05,0.004480123519897461,0.00047588348388671875,0.001355886459350586,0.010515928268432617,0.0003421306610107422,1.2374262809753418
fagins,0.0002491474151611328,1.1678569316864014,0.2391500473022461,0.010438919067382812,0.11990690231323242,3.600120544433594e-05,0.0044209957122802734,0.0004680156707763672,0.0015397071838378906,0.02200484275817871,0.00032806396484375,1.5663995742797852
fagins,0.0003380775451660156,3.8812360763549805,0.3344860076904297,0.003773212432861328,0.13721799850463867,3.314018249511719e-05,0.004415035247802734,0.0004668235778808594,0.0013041496276855469,0.04049801826477051,0.002665996551513672,4.406434535980225
fagins,0.0002799034118652344,0.9204821586608887,0.22747230529785156,0.003542661666870117,0.11939287185668945,3.3855438232421875e-05,0.004530191421508789,0.00047278404235839844,0.0014042854309082031,0.03901505470275879,0.0027909278869628906,1.3194169998168945
fagins,0.0005550384521484375,3.318748950958252,0.24998092651367188,0.007238149642944336,0.12513995170593262,3.409385681152344e-05,0.0045430660247802734,0.0004799365997314453,0.0016558170318603516,0.03567385673522949,0.0028929710388183594,3.7469427585601807
fagins,0.00030684471130371094,3.8231329917907715,0.32566022872924805,0.003610849380493164,0.12215113639831543,3.3855438232421875e-05,0.004499197006225586,0.0004737377166748047,0.0015649795532226562,0.036704063415527344,0.0013909339904785156,4.319528818130493
fagins,0.00025200843811035156,0.921043872833252,0.22400784492492676,0.0035839080810546875,0.10771012306213379,1.0013580322265625e-05,0.0011258125305175781,0.00012111663818359375,0.0009758472442626953,0.009729862213134766,0.0014128684997558594,1.2699732780456543
fagins,0.0003027915954589844,0.896569013595581,0.22149395942687988,0.004682064056396484,0.11825203895568848,3.4809112548828125e-05,0.004476070404052734,0.0004832744598388672,0.0013120174407958984,0.034156084060668945,0.0014638900756835938,1.2832260131835938
fagins,0.00023317337036132812,1.7929089069366455,0.22889018058776855,0.005009889602661133,0.1322329044342041,3.695487976074219e-05,0.0046079158782958984,0.0005130767822265625,0.0017240047454833984,0.03321409225463867,0.0013630390167236328,2.2007341384887695
fagins,0.0009679794311523438,1.2726268768310547,0.21349406242370605,0.008845090866088867,0.13330411911010742,3.600120544433594e-05,0.004484891891479492,0.0004830360412597656,0.0020699501037597656,0.0339200496673584,0.001489877700805664,1.6717219352722168
fagins,0.0008270740509033203,1.0305721759796143,0.21169376373291016,0.006984233856201172,0.12007784843444824,3.719329833984375e-05,0.0067560672760009766,0.0004990100860595703,0.0027887821197509766,0.0677950382232666,0.0018689632415771484,1.4499001502990723
fagins,0.0013780593872070312,1.3052000999450684,0.24009084701538086,0.006344795227050781,0.14606094360351562,3.933906555175781e-05,0.00479578971862793,0.0005319118499755859,0.0021152496337890625,0.03668403625488281,0.002713918685913086,1.745954990386963
fagins,0.0005061626434326172,1.452726125717163,0.23224496841430664,0.006682872772216797,0.11963772773742676,3.504753112792969e-05,0.004505157470703125,0.0005030632019042969,0.0018038749694824219,0.032340049743652344,0.0013959407806396484,1.8523809909820557
fagins,0.0003991127014160156,1.1214499473571777,0.22124505043029785,0.003245830535888672,0.11693310737609863,3.4809112548828125e-05,0.004425048828125,0.0004830360412597656,0.0012791156768798828,0.033674001693725586,0.0013699531555175781,1.5045390129089355
fagins,0.0007729530334472656,0.900238037109375,0.21295690536499023,0.0032968521118164062,0.11634492874145508,3.600120544433594e-05,0.004397153854370117,0.0004737377166748047,0.0012850761413574219,0.031295061111450195,0.001397848129272461,1.2724945545196533
fagins,0.0002980232238769531,0.8137979507446289,0.21679329872131348,0.003573894500732422,0.15418291091918945,3.62396240234375e-05,0.004501819610595703,0.00046706199645996094,0.0014159679412841797,0.044534921646118164,0.0013530254364013672,1.240955114364624
fagins,0.00011992454528808594,0.6713759899139404,0.23125815391540527,0.0033719539642333984,0.1437690258026123,3.4809112548828125e-05,0.004430055618286133,0.0004849433898925781,0.001447916030883789,0.031228303909301758,0.0014147758483886719,1.0889358520507812
fagins,0.000225067138671875,1.4855730533599854,0.219527006149292,0.0035779476165771484,0.12487983703613281,3.719329833984375e-05,0.004479885101318359,0.00047898292541503906,0.0013840198516845703,0.03228306770324707,0.0014209747314453125,1.8738670349121094
fagins,0.00021386146545410156,6.0633909702301025,0.23205924034118652,0.006522655487060547,0.1196138858795166,3.790855407714844e-05,0.0047800540924072266,0.000492095947265625,0.0027189254760742188,0.03251504898071289,0.0014107227325439453,6.463755369186401
naive,0.0005469322204589844,14.57837200164795,0.23786020278930664,0.003679037094116211,0.08945083618164062,1.5974044799804688e-05,0.0017490386962890625,0.0001728534698486328,0.0010561943054199219,0.0053250789642333984,0.0013780593872070312,14.91960620880127
naive,0.00032782554626464844,20.57226800918579,0.3510317802429199,0.006934165954589844,0.13558030128479004,0.005056858062744141,0.006528139114379883,0.0008950233459472656,0.0014410018920898438,0.010361194610595703,0.0018122196197509766,21.092236518859863
naive,0.0004048347473144531,2.692828893661499,0.3178670406341553,0.007401943206787109,0.15875005722045898,0.00024700164794921875,0.031709909439086914,0.004098176956176758,0.0031287670135498047,0.04177093505859375,0.00213623046875,3.2603437900543213
naive,0.0002799034118652344,1.2361769676208496,0.3360607624053955,0.009532928466796875,0.13708806037902832,0.00019311904907226562,0.02780318260192871,0.0035152435302734375,0.0035648345947265625,0.03952980041503906,0.0019152164459228516,1.7956600189208984
fagins,0.00038814544677734375,0.7173078060150146,0.16690778732299805,0.004067182540893555,0.15345191955566406,0.0016858577728271484,0.24600791931152344,0.029595136642456055,0.01844620704650879,0.050119876861572266,0.0002281665802001953,1.3882060050964355
